00:00, pan, geo-0-1
00:11, brush, bar-5
00:40, brush, hist-3
00:42, brush, hist-2
01:09, brush, hist-3
01:30, brush, hist-4
01:30, brush, hist-3
01:31, brush, hist-2
01:31, brush, hist-3
01:33, brush, hist-4
01:34, brush, bar-5
01:35, brush, hist-3
02:10, brush, hist-2
02:18, range select, hist-2
04:19, range select, bar-5
04:49, pan, geo-0-1
05:17, range select, geo-0-1
05:21, range select, bar-5
05:24, pan, geo-0-1
05:24, zoom, geo-0-1
05:24, pan, geo-0-1
05:26, zoom, geo-0-1
05:26, pan, geo-0-1
05:53, zoom, geo-0-1
05:53, pan, geo-0-1
05:54, zoom, geo-0-1
05:54, pan, geo-0-1
08:49, zoom, geo-0-1
08:49, pan, geo-0-1
08:51, zoom, geo-0-1
08:51, pan, geo-0-1
08:54, zoom, geo-0-1
08:54, pan, geo-0-1
08:57, zoom, geo-0-1
08:57, pan, geo-0-1
09:01, zoom, geo-0-1
09:01, pan, geo-0-1
09:07, zoom, geo-0-1
09:07, pan, geo-0-1
09:13, zoom, geo-0-1
09:13, pan, geo-0-1
09:26, zoom, geo-0-1
09:26, pan, geo-0-1
09:27, zoom, geo-0-1
09:27, pan, geo-0-1
09:49, zoom, geo-0-1
09:49, pan, geo-0-1
09:50, zoom, geo-0-1
09:50, pan, geo-0-1
09:51, zoom, geo-0-1
09:51, pan, geo-0-1
09:52, zoom, geo-0-1
09:52, pan, geo-0-1
09:57, zoom, geo-0-1
09:57, pan, geo-0-1
10:01, range select, geo-0-1
10:02, pan, geo-0-1
10:04, range select, bar-5
10:07, pan, geo-0-1
10:07, zoom, geo-0-1
10:07, pan, geo-0-1
10:08, zoom, geo-0-1
10:08, pan, geo-0-1
10:10, zoom, geo-0-1
10:10, pan, geo-0-1
10:10, zoom, geo-0-1
10:10, pan, geo-0-1
10:13, zoom, geo-0-1
10:13, pan, geo-0-1
10:18, zoom, geo-0-1
10:18, pan, geo-0-1
10:24, zoom, geo-0-1
10:24, pan, geo-0-1
10:24, zoom, geo-0-1
10:24, pan, geo-0-1
10:27, zoom, geo-0-1
10:27, pan, geo-0-1
10:39, zoom, geo-0-1
10:39, pan, geo-0-1
10:47, zoom, geo-0-1
10:47, pan, geo-0-1
10:50, zoom, geo-0-1
10:50, pan, geo-0-1
10:59, zoom, geo-0-1
10:59, pan, geo-0-1
11:02, zoom, geo-0-1
11:02, pan, geo-0-1
11:04, zoom, geo-0-1
11:04, pan, geo-0-1
11:06, zoom, geo-0-1
11:06, pan, geo-0-1
11:13, zoom, geo-0-1
11:13, pan, geo-0-1
11:18, zoom, geo-0-1
11:18, pan, geo-0-1
11:25, zoom, geo-0-1
11:25, pan, geo-0-1
11:30, zoom, geo-0-1
11:30, pan, geo-0-1
11:32, zoom, geo-0-1
11:32, pan, geo-0-1
11:34, zoom, geo-0-1
11:34, pan, geo-0-1
11:35, zoom, geo-0-1
11:35, pan, geo-0-1
11:40, zoom, geo-0-1
11:40, pan, geo-0-1
11:45, zoom, geo-0-1
11:45, pan, geo-0-1
11:48, zoom, geo-0-1
11:48, pan, geo-0-1
11:49, zoom, geo-0-1
11:49, pan, geo-0-1
11:51, zoom, geo-0-1
11:51, pan, geo-0-1
11:52, zoom, geo-0-1
11:52, pan, geo-0-1
